110110,HE,10.10.2.1,Airtel,IPL,821122812,1459449000000
110111,HE,10.10.2.2,Airtel,IPL,821122813,1459449000001
110112,HE,10.10.2.3,Airtel,TEST,821122814,1459449000002
110113,HE,10.10.2.4,Airtel,TEST,821122815,1459449000003
110114,HE,10.10.2.5,Airtel,TEST,821122816,1459449000004
110115,HE,10.10.2.6,Airtel,TEST,821122817,1459449000005
110116,HE,10.10.2.7,Airtel,TEST,821122818,1459449000006
110117,HE,10.10.2.8,Airtel,IPL,821122819,1459449000007
110118,HE,10.10.2.9,IDEA,IDEA,821122820,1459449000008
110119,HE,10.10.2.10,IDEA,IDEA,821122821,1459449000009
110120,HE,10.10.2.11,IDEA,IDEA,821122822,1459449000010
110121,HE,10.10.2.12,IDEA,IDEA,821122823,1459449000011
110122,HE,10.10.2.13,IDEA,IPL,821122824,1459449000012
110123,HE,10.10.2.14,IDEA,IPL,821122825,1459449000013
110124,HE,10.10.2.15,IDEA,IPL,821122826,1459449000014
110125,HE,10.10.2.16,IDEA,IPL,821122827,1459449000015
110126,HE,10.10.2.17,IDEA,IPL,821122828,1459449000016
110127,HE,10.10.2.18,IDEA,IPL,821122829,1459449000017
110128,HE,10.10.2.1,Airtel,IPL,821122830,1459535400000
110129,HE,10.10.2.2,Airtel,IPL,821122831,1459535400001
110130,HE,10.10.2.3,Airtel,TEST,821122832,1459535400002
110131,HE,10.10.2.4,Airtel,TEST,821122833,1459535400003
110132,HE,10.10.2.5,Airtel,TEST,821122834,1459535400004
110133,HE,10.10.2.6,Airtel,TEST,821122835,1459535400005
110134,HE,10.10.2.7,Airtel,TEST,821122836,1459535400006
110135,HE,10.10.2.8,Airtel,IPL,821122837,1459535400007
110136,HE,10.10.2.9,IDEA,IDEA,821122838,1459535400008
110137,HE,10.10.2.10,IDEA,IDEA,821122839,1459535400009
110138,HE,10.10.2.11,IDEA,IDEA,821122840,1459535400010
110139,HE,10.10.2.12,IDEA,IDEA,821122841,1459535400011
110140,HE,10.10.2.13,IDEA,IPL,821122842,1459535400012
110141,HE,10.10.2.14,IDEA,IPL,821122843,1459535400013
110142,HE,10.10.2.15,IDEA,IPL,821122844,1459535400014
110143,HE,10.10.2.16,IDEA,IPL,821122845,1459535400015
110144,HE,10.10.2.17,IDEA,IPL,821122846,1459535400016
110145,HE,10.10.2.18,IDEA,IPL,821122847,1459535400017
110146,HE,10.10.2.18,IDEA,IPL,821122848,1459535400017
110147,HE,10.10.2.18,IDEA,IPL,821122849,1459535400017
110148,HE,10.10.2.1,Airtel,IPL,821122850,1459621800000
110149,HE,10.10.2.2,Airtel,IPL,821122851,1459621800001
110150,HE,10.10.2.3,Airtel,TEST,821122852,1459621800002
110151,HE,10.10.2.4,Airtel,TEST,821122853,1459621800003
110152,HE,10.10.2.5,Airtel,TEST,821122854,1459621800004
110153,HE,10.10.2.6,Airtel,TEST,821122855,1459621800005
110154,HE,10.10.2.7,Airtel,TEST,821122856,1459621800006
110155,HE,10.10.2.8,Airtel,IPL,821122857,1459621800007
110156,HE,10.10.2.9,IDEA,IDEA,821122858,1459621800008
110157,HE,10.10.2.10,IDEA,IDEA,821122859,1459621800009
110158,HE,10.10.2.11,IDEA,IDEA,821122860,1459621800010
110159,HE,10.10.2.12,IDEA,IDEA,821122861,1459621800011
110160,HE,10.10.2.13,IDEA,IPL,821122862,1459621800012
110161,HE,10.10.2.1,Airtel,IPL,821122863,1459708200000
110162,HE,10.10.2.2,Airtel,IPL,821122864,1459708200001
110163,HE,10.10.2.3,Airtel,TEST,821122865,1459708200002
110164,HE,10.10.2.4,Airtel,TEST,821122866,1459708200003
110165,HE,10.10.2.5,Airtel,TEST,821122867,1459708200004
110166,HE,10.10.2.6,Airtel,TEST,821122868,1459708200005
110167,HE,10.10.2.7,Airtel,TEST,821122869,1459708200006
110168,HE,10.10.2.8,Airtel,IPL,821122870,1459708200007
110169,HE,10.10.2.9,IDEA,IDEA,821122871,1459708200008
110170,HE,10.10.2.10,IDEA,IDEA,821122872,1459708200009
110171,HE,10.10.2.11,IDEA,IDEA,821122873,1459708200010
110172,HE,10.10.2.12,IDEA,IDEA,821122874,1459708200011
110173,HE,10.10.2.13,IDEA,IPL,821122875,1459708200012
110174,HE,10.10.2.3,Airtel,TEST,821122876,1459794600000
110175,HE,10.10.2.4,Airtel,TEST,821122877,1459794600001
110176,HE,10.10.2.5,Airtel,TEST,821122878,1459794600002
110177,HE,10.10.2.6,Airtel,TEST,821122879,1459794600003
110178,HE,10.10.2.7,Airtel,TEST,821122880,1459794600004
110179,HE,10.10.2.8,Airtel,IPL,821122881,1459794600005
110180,HE,10.10.2.9,IDEA,IDEA,821122882,1459794600006
110181,HE,10.10.2.10,IDEA,IDEA,821122883,1459794600007
110182,HE,10.10.2.1,Airtel,IPL,821122884,1459881000000
110183,HE,10.10.2.2,Airtel,IPL,821122885,1459881000001
110184,HE,10.10.2.3,Airtel,TEST,821122886,1459881000002
110185,HE,10.10.2.4,Airtel,TEST,821122887,1459881000003
110186,HE,10.10.2.5,Airtel,TEST,821122888,1459881000004
110187,HE,10.10.2.6,Airtel,TEST,821122889,1459881000005
110188,HE,10.10.2.7,Airtel,TEST,821122890,1459881000006
110189,HE,10.10.2.8,Airtel,IPL,821122891,1459881000007
110190,HE,10.10.2.9,IDEA,IDEA,821122892,1459881000008
110191,HE,10.10.2.10,IDEA,IDEA,821122893,1459881000009
110192,HE,10.10.2.11,IDEA,IDEA,821122894,1459881000010
110193,HE,10.10.2.12,IDEA,IDEA,821122895,1459881000011
110194,HE,10.10.2.13,IDEA,IPL,821122896,1459881000012
110195,HE,10.10.2.3,Airtel,TEST,821122897,1459881000013
110196,HE,10.10.2.4,Airtel,TEST,821122898,1459881000014
110197,HE,10.10.2.5,Airtel,TEST,821122899,1459881000015
110198,HE,10.10.2.10,IDEA,IDEA,821122900,1459967400000
110199,HE,10.10.2.1,Airtel,IPL,821122901,1459967400001
110200,HE,10.10.2.2,Airtel,IPL,821122902,1459967400002
110201,HE,10.10.2.3,Airtel,TEST,821122903,1459967400003
110202,HE,10.10.2.4,Airtel,TEST,821122904,1459967400004
110203,HE,10.10.2.5,Airtel,TEST,821122905,1459967400005
110204,HE,10.10.2.6,Airtel,TEST,821122906,1459967400006
110205,HE,10.10.2.7,Airtel,TEST,821122907,1459967400007
110206,HE,10.10.2.8,Airtel,IPL,821122908,1459967400008
110207,HE,10.10.2.9,IDEA,IDEA,821122909,1459967400009
110208,HE,10.10.2.10,IDEA,IDEA,821122910,1459967400010
110209,HE,10.10.2.11,IDEA,IDEA,821122911,1459967400011
110210,HE,10.10.2.12,IDEA,IDEA,821122912,1459967400012
110211,HE,10.10.2.13,IDEA,IPL,821122913,1459967400013
110212,HE,10.10.2.1,Airtel,IPL,821122914,1459449000000
110213,HE,10.10.2.2,Airtel,IPL,821122915,1459449000001
110214,HE,10.10.2.3,Airtel,TEST,821122916,1459449000002
110215,HE,10.10.2.4,Airtel,TEST,821122917,1459449000003
110216,HE,10.10.2.5,Airtel,TEST,821122918,1459449000004
110217,HE,10.10.2.6,Airtel,TEST,821122919,1459449000005
110218,HE,10.10.2.7,Airtel,TEST,821122920,1459449000006
110219,HE,10.10.2.8,Airtel,IPL,821122921,1459449000007
110220,HE,10.10.2.9,IDEA,IDEA,821122922,1459449000008
110221,HE,10.10.2.10,IDEA,IDEA,821122923,1459449000009
110222,HE,10.10.2.11,IDEA,IDEA,821122924,1459449000010
110223,HE,10.10.2.12,IDEA,IDEA,821122925,1459449000011
110224,HE,10.10.2.13,IDEA,IPL,821122926,1459449000012
110225,HE,10.10.2.14,IDEA,IPL,821122927,1459449000013
110226,HE,10.10.2.15,IDEA,IPL,821122928,1459449000014
110227,HE,10.10.2.16,IDEA,IPL,821122929,1459449000015
110228,HE,10.10.2.17,IDEA,IPL,821122930,1459449000016
110229,HE,10.10.2.18,IDEA,IPL,821122931,1459449000017
110230,HE,10.10.2.1,Airtel,IPL,821122932,1459535400000
110231,HE,10.10.2.2,Airtel,IPL,821122933,1459535400001
110232,HE,10.10.2.3,Airtel,TEST,821122934,1459535400002
110233,HE,10.10.2.4,Airtel,TEST,821122935,1459535400003
110234,HE,10.10.2.5,Airtel,TEST,821122936,1459535400004
110235,HE,10.10.2.6,Airtel,TEST,821122937,1459535400005
110236,HE,10.10.2.7,Airtel,TEST,821122938,1459535400006
110237,HE,10.10.2.8,Airtel,IPL,821122939,1459535400007
110238,HE,10.10.2.9,IDEA,IDEA,821122940,1459535400008
110239,HE,10.10.2.10,IDEA,IDEA,821122941,1459535400009
110240,HE,10.10.2.11,IDEA,IDEA,821122942,1459535400010
110241,HE,10.10.2.12,IDEA,IDEA,821122943,1459535400011
110242,HE,10.10.2.13,IDEA,IPL,821122944,1459535400012
110243,HE,10.10.2.14,IDEA,IPL,821122945,1459535400013
110244,HE,10.10.2.15,IDEA,IPL,821122946,1459535400014
110245,HE,10.10.2.16,IDEA,IPL,821122947,1459535400015
110246,HE,10.10.2.17,IDEA,IPL,821122948,1459535400016
110247,HE,10.10.2.18,IDEA,IPL,821122949,1459535400017
110248,HE,10.10.2.18,IDEA,IPL,821122950,1459535400017
110249,HE,10.10.2.18,IDEA,IPL,821122951,1459535400017
110250,HE,10.10.2.1,Airtel,IPL,821122952,1459621800000
110251,HE,10.10.2.2,Airtel,IPL,821122953,1459621800001
110252,HE,10.10.2.3,Airtel,TEST,821122954,1459621800002
110253,HE,10.10.2.4,Airtel,TEST,821122955,1459621800003
110254,HE,10.10.2.5,Airtel,TEST,821122956,1459621800004
110255,HE,10.10.2.6,Airtel,TEST,821122957,1459621800005
110256,HE,10.10.2.7,Airtel,TEST,821122958,1459621800006
110257,HE,10.10.2.8,Airtel,IPL,821122959,1459621800007
110258,HE,10.10.2.9,IDEA,IDEA,821122960,1459621800008
110259,HE,10.10.2.10,IDEA,IDEA,821122961,1459621800009
110260,HE,10.10.2.11,IDEA,IDEA,821122962,1459621800010
110261,HE,10.10.2.12,IDEA,IDEA,821122963,1459621800011
110262,HE,10.10.2.13,IDEA,IPL,821122964,1459621800012
110263,HE,10.10.2.1,Airtel,IPL,821122965,1459708200000
110264,HE,10.10.2.2,Airtel,IPL,821122966,1459708200001
110265,HE,10.10.2.3,Airtel,TEST,821122967,1459708200002
110266,HE,10.10.2.4,Airtel,TEST,821122968,1459708200003
